No,City,Location,Sample category,Sample code,Collection year,Aphid taxa,Wasp taxa,Plant species,Hamiltonella strain,Sequencing method,Sequencing date,Data source
989,London,Parkland Walk,Mummy,Sycamore_Plate4_58,19/05/2022,Drepanosiphum platanoidis,Trioxys sp. 39,Acer pseudoplatanus,NA,Illumina,2022,This study
990,London,Parkland Walk,Mummy,Sycamore_Plate4_59,19/05/2022,Drepanosiphum platanoidis,Falciconus pseudoplatani,Acer pseudoplatanus,NA,Illumina,2022,This study
991,London,Parkland Walk,Mummy,Sycamore_Plate4_60,19/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
992,London,Parkland Walk,Mummy,Sycamore_Plate4_61,19/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
993,London,Parkland Walk,Mummy,Sycamore_Plate4_62,19/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
994,London,Parkland Walk,Mummy,Sycamore_Plate4_63,19/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
995,London,Parkland Walk,Mummy,Sycamore_Plate4_64,19/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
996,London,Parkland Walk,Mummy,Sycamore_Plate4_65,19/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
997,London,Wennington Park,Mummy,Sycamore_Plate4_66,19/05/2022,Periphyllus testudinaceus,Trioxys sp. 176,Acer pseudoplatanus,NA,Illumina,2022,This study
998,London,Mile End Road,Mummy,Sycamore_Plate4_67,25/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
999,London,Wanpstead Park,Mummy,Sycamore_Plate4_68,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1000,London,Wanpstead Park,Mummy,Sycamore_Plate4_69,29/05/2022,Drepanosiphum platanoidis,Falciconus pseudoplatani,Acer pseudoplatanus,NA,Illumina,2022,This study
1001,London,Wanpstead Park,Mummy,Sycamore_Plate4_70,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1002,London,Wanpstead Park,Mummy,Sycamore_Plate4_71,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1003,London,Wanpstead Park,Mummy,Sycamore_Plate4_72,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1004,London,Wanpstead Park,Mummy,Sycamore_Plate4_74,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1005,London,Wanpstead Park,Mummy,Sycamore_Plate4_75,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1006,London,Wanpstead Park,Mummy,Sycamore_Plate4_76,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1007,London,Wanpstead Park,Mummy,Sycamore_Plate4_77,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,3467,Illumina,2022,This study
1008,London,Wanpstead Park,Mummy,Sycamore_Plate4_78,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1009,London,Wanpstead Park,Mummy,Sycamore_Plate4_79,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,3467,Illumina,2022,This study
1010,London,Wanpstead Park,Mummy,Sycamore_Plate4_80,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1011,London,Wanpstead Park,Mummy,Sycamore_Plate4_82,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1012,London,Wanpstead Park,Mummy,Sycamore_Plate4_83,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1013,London,Wanpstead Park,Mummy,Sycamore_Plate4_84,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,3467,Illumina,2022,This study
1014,London,Wennington Park,Mummy,Sycamore_Plate4_85,29/05/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,NA,Illumina,2022,This study
1015,London,"Mile End Park, North",Mummy,Sycamore_Plate4_86,29/05/2022,Drepanosiphum platanoidis,Falciconus pseudoplatani,Acer pseudoplatanus,NA,Illumina,2022,This study
1016,London,Russia Duck Woodland,Mummy,Sycamore_Plate4_93,14/06/2022,Drepanosiphum platanoidis,Aphelinus sp. 8,Acer pseudoplatanus,3467,Illumina,2022,This study
1017,-,-,Alive aphid,2,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1018,-,-,Alive aphid,16,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1019,-,-,Alive aphid,30,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1020,-,-,Alive aphid,51,2011,Acyrthosiphon pisum,NA,Medicago sativa,51,Sanger,NA,Wu et al. 2022
1021,-,-,Alive aphid,61,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1022,-,-,Alive aphid,63,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1023,-,-,Alive aphid,82,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1024,-,-,Alive aphid,84,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1025,-,-,Alive aphid,91,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1026,-,-,Alive aphid,98,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1027,-,-,Alive aphid,110,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1028,-,-,Alive aphid,128,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1029,-,-,Alive aphid,147,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1030,-,-,Alive aphid,161,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1031,-,-,Alive aphid,166,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1032,-,-,Alive aphid,171,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1033,-,-,Alive aphid,178,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1034,-,-,Alive aphid,201,2011,Acyrthosiphon pisum,NA,Medicago sativa,201,Sanger,NA,Wu et al. 2022
1035,-,-,Alive aphid,203,2011,Acyrthosiphon pisum,NA,Medicago sativa,51,Sanger,NA,Wu et al. 2022
1036,-,-,Alive aphid,205,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1037,-,-,Alive aphid,210,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1038,-,-,Alive aphid,211,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1039,-,-,Alive aphid,215,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1040,-,-,Alive aphid,236,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1041,-,-,Alive aphid,237,2011,Acyrthosiphon pisum,NA,Medicago sativa,233,Sanger,NA,Wu et al. 2022
1042,-,-,Alive aphid,238,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1043,-,-,Alive aphid,239,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1044,-,-,Alive aphid,240,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1045,-,-,Alive aphid,242,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1046,-,-,Alive aphid,243,2011,Acyrthosiphon pisum,NA,Medicago sativa,51,Sanger,NA,Wu et al. 2022
1047,-,-,Alive aphid,244,2011,Acyrthosiphon pisum,NA,Medicago sativa,2825,Sanger,NA,Wu et al. 2022
1048,-,-,Alive aphid,245,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1049,-,-,Alive aphid,246,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1050,-,-,Alive aphid,248,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1051,-,-,Alive aphid,250,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1052,-,-,Alive aphid,252,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1053,-,-,Alive aphid,254,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1054,-,-,Alive aphid,255,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1055,-,-,Alive aphid,275,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1056,-,-,Alive aphid,298,2011,Acyrthosiphon pisum,NA,Medicago sativa,51,Sanger,NA,Wu et al. 2022
1057,-,-,Alive aphid,300,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1058,-,-,Alive aphid,344,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1059,-,-,Alive aphid,345,2011,Acyrthosiphon pisum,NA,Medicago sativa,345,Sanger,NA,Wu et al. 2022
1060,-,-,Alive aphid,346,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1061,-,-,Alive aphid,359,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1062,-,-,Alive aphid,382,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1063,-,-,Alive aphid,384,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1064,-,-,Alive aphid,385,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1065,-,-,Alive aphid,388,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1066,-,-,Alive aphid,442,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1067,-,-,Alive aphid,451,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1068,-,-,Alive aphid,457,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1069,-,-,Alive aphid,569,2011,Acyrthosiphon pisum,NA,Medicago sativa,345,Sanger,NA,Wu et al. 2022
1070,-,-,Alive aphid,573,2011,Acyrthosiphon pisum,NA,Medicago sativa,573,Sanger,NA,Wu et al. 2022
1071,-,-,Alive aphid,580,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1072,-,-,Alive aphid,592,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1073,-,-,Alive aphid,596,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1074,-,-,Alive aphid,627,2011,Acyrthosiphon pisum,NA,Medicago sativa,573,Sanger,NA,Wu et al. 2022
1075,-,-,Alive aphid,849,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1076,-,-,Alive aphid,881,2011,Acyrthosiphon pisum,NA,Medicago sativa,201,Sanger,NA,Wu et al. 2022
1077,-,-,Alive aphid,882,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1078,-,-,Alive aphid,883,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1079,-,-,Alive aphid,884,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1080,-,-,Alive aphid,886,2011,Acyrthosiphon pisum,NA,Medicago sativa,201,Sanger,NA,Wu et al. 2022
1081,-,-,Alive aphid,887,2011,Acyrthosiphon pisum,NA,Medicago sativa,93,Sanger,NA,Wu et al. 2022
1082,-,-,Alive aphid,888,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1083,-,-,Alive aphid,890,2011,Acyrthosiphon pisum,NA,Medicago sativa,201,Sanger,NA,Wu et al. 2022
1084,-,-,Alive aphid,894,2011,Acyrthosiphon pisum,NA,Medicago sativa,201,Sanger,NA,Wu et al. 2022
1085,-,-,Alive aphid,920,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1086,-,-,Alive aphid,922,2011,Acyrthosiphon pisum,NA,Medicago sativa,201,Sanger,NA,Wu et al. 2022
1087,-,-,Alive aphid,923,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1088,-,-,Alive aphid,1012,2011,Acyrthosiphon pisum,NA,Medicago sativa,990,Sanger,NA,Wu et al. 2022
1089,-,-,Alive aphid,1056,2011,Acyrthosiphon pisum,NA,Medicago sativa,201,Sanger,NA,Wu et al. 2022
1090,-,-,Alive aphid,1062,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1091,-,-,Alive aphid,1063,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1092,-,-,Alive aphid,1149,2011,Acyrthosiphon pisum,NA,Medicago sativa,2578,Sanger,NA,Wu et al. 2022
1093,-,-,Alive aphid,1179,2011,Acyrthosiphon pisum,NA,Medicago sativa,345,Sanger,NA,Wu et al. 2022
1094,-,-,Alive aphid,1188,2011,Sitobion avenae,NA,Triticum aestivum,2825,Sanger,NA,Wu et al. 2022
1095,-,-,Alive aphid,1190,2011,Sitobion avenae,NA,Triticum aestivum,573,Sanger,NA,Wu et al. 2022
1096,-,-,Alive aphid,1191,2011,Sitobion avenae,NA,Triticum aestivum,2578,Sanger,NA,Wu et al. 2022
1097,-,-,Alive aphid,1192,2011,Sitobion avenae,NA,Triticum aestivum,573,Sanger,NA,Wu et al. 2022
1098,-,-,Alive aphid,1193,2011,Sitobion avenae,NA,Triticum aestivum,2825,Sanger,NA,Wu et al. 2022
1099,-,-,Alive aphid,1195,2011,Sitobion fragariae,NA,Dactylis glomerata,4981,Sanger,NA,Wu et al. 2022
1100,-,-,Alive aphid,1196,2011,Sitobion fragariae,NA,Dactylis glomerata,1014,Sanger,NA,Wu et al. 2022
1101,-,-,Alive aphid,1205,2011,Uroleucon ambrosiae,NA,Sphaeralcea,1205,Sanger,NA,Wu et al. 2022
1102,-,-,Alive aphid,1206,2011,Uroleucon ambrosiae,NA,Abrosia trifida,1205,Sanger,NA,Wu et al. 2022
1103,-,-,Alive aphid,1207,2011,Uroleucon ambrosiae,NA,Encelia farinosa,1205,Sanger,NA,Wu et al. 2022
1104,-,-,Alive aphid,1208,2011,Uroleucon ambrosiae,NA,Encelia farinosa,1205,Sanger,NA,Wu et al. 2022
1105,-,-,Alive aphid,1216,2011,Uroleucon sonchi,NA,Sonchus asper,345,Sanger,NA,Wu et al. 2022
1106,-,-,Alive aphid,1217,2011,Uroleucon escalantii,NA,Conyza canadensis,345,Sanger,NA,Wu et al. 2022
1107,-,-,Alive aphid,1389,2011,Macrosiphum euphorbiae,NA,Ferula gumosa,1485,Sanger,NA,Wu et al. 2022
1108,-,-,Alive aphid,1391,2011,Macrosiphum euphorbiae,NA,Gallium aparine,231,Sanger,NA,Wu et al. 2022
1109,-,-,Alive aphid,1394,2011,Macrosiphum euphorbiae,NA,Gallium aparine,231,Sanger,NA,Wu et al. 2022
1110,-,-,Alive aphid,1400,2011,Macrosiphum euphorbiae,NA,Gallium aparine,231,Sanger,NA,Wu et al. 2022
1111,-,-,Alive aphid,1403,2011,Macrosiphum euphorbiae,NA,Gallium aparine,231,Sanger,NA,Wu et al. 2022
1112,-,-,Alive aphid,1446,2011,Macrosiphum gei,NA,Geum urbanum,231,Sanger,NA,Wu et al. 2022
1113,-,-,Alive aphid,1449,2011,Macrosiphum euphorbiae,NA,Geum urbanum,231,Sanger,NA,Wu et al. 2022
1114,-,-,Alive aphid,1460,2011,Macrosiphum gei,NA,Geum urbanum,231,Sanger,NA,Wu et al. 2022
1115,-,-,Alive aphid,1468,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1116,-,-,Alive aphid,1473,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1117,-,-,Alive aphid,1473,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1118,-,-,Alive aphid,1478,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1119,-,-,Alive aphid,1483,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1120,-,-,Alive aphid,1485,2011,Macrosiphum hellebori,NA,Helleborus x sternii,1485,Sanger,NA,Wu et al. 2022
1121,-,-,Alive aphid,1493,2011,Macrosiphum hellebori,NA,Helleborus sp.,231,Sanger,NA,Wu et al. 2022
1122,-,-,Alive aphid,1555,2011,Metopolophium dirhodum,NA,Iris pseudacorus,2578,Sanger,NA,Wu et al. 2022
1123,-,-,Alive aphid,1589,2011,Macrosiphum rosae,NA,Knautia arvensis,231,Sanger,NA,Wu et al. 2022
1124,-,-,Alive aphid,1663,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1125,-,-,Alive aphid,1710,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1126,-,-,Alive aphid,1713,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1127,-,-,Alive aphid,1716,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1128,-,-,Alive aphid,1717,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1129,-,-,Alive aphid,1719,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1130,-,-,Alive aphid,1722,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1131,-,-,Alive aphid,1936,2011,Cavariella pastinacae,NA,Pastinaca sativa,1473,Sanger,NA,Wu et al. 2022
1132,-,-,Alive aphid,2027,2011,Macrosiphum rosae,NA,Rosa sp.,231,Sanger,NA,Wu et al. 2022
1133,-,-,Alive aphid,2049,2011,Aphis ruborum,NA,Rubus fructicocus,1473,Sanger,NA,Wu et al. 2022
1134,-,-,Alive aphid,2127,2011,Macrosiphum euphorbiae,NA,Senecio jacobaea,231,Sanger,NA,Wu et al. 2022
1135,-,-,Alive aphid,2167,2011,Macrosiphum euphorbiae,NA,Solanum tuberosum,231,Sanger,NA,Wu et al. 2022
1136,-,-,Alive aphid,2184,2011,Uroleucon sp5,NA,Sonchus asper,2184,Sanger,NA,Wu et al. 2022
1137,-,-,Alive aphid,2325,2011,Macrosiphum euphorbiae,NA,Valerinana officinalis,231,Sanger,NA,Wu et al. 2022
1138,-,-,Alive aphid,2503,2011,Aphis sambuci,NA,Sambucus nigra,231,Sanger,NA,Wu et al. 2022
1139,-,-,Alive aphid,2512,2011,Drepanosiphum platanoidis,NA,Acer pseudoplatanus,3467,Sanger,NA,Wu et al. 2022
1140,-,-,Alive aphid,2540,2011,Sitobion avenae,NA,Avena sativa,1485,Sanger,NA,Wu et al. 2022
1141,-,-,Alive aphid,2567,2011,Sitobion avenae,NA,Bromus ramosus,2567,Sanger,NA,Wu et al. 2022
1142,-,-,Alive aphid,2578,2011,Metopolophium dirhodum,NA,Festuca gigantia,2578,Sanger,NA,Wu et al. 2022
1143,-,-,Alive aphid,2579,2011,Metopolophium dirhodum,NA,Festuca gigantia,2611,Sanger,NA,Wu et al. 2022
1144,-,-,Alive aphid,2583,2011,Metopolophium dirhodum,NA,Glyceria maxima,2578,Sanger,NA,Wu et al. 2022
1145,-,-,Alive aphid,2585,2011,Metopolophium dirhodum,NA,Glyceria maxima,2611,Sanger,NA,Wu et al. 2022
1146,-,-,Alive aphid,2598,2011,Drepanosiphum platanoidis,NA,Acer pseudoplatanus,3467,Sanger,NA,Wu et al. 2022
1147,-,-,Alive aphid,2604,2011,Metopolophium dirhodum,NA,Glyceria maxima,2578,Sanger,NA,Wu et al. 2022
1148,-,-,Alive aphid,2607,2011,Sitobion avenae,NA,Glyceria maxima,2567,Sanger,NA,Wu et al. 2022
1149,-,-,Alive aphid,2611,2011,Metopolophium dirhodum,NA,Glyceria maxima,2611,Sanger,NA,Wu et al. 2022
1150,-,-,Alive aphid,2613,2011,Metopolophium dirhodum,NA,Glyceria maxima,1485,Sanger,NA,Wu et al. 2022
1151,-,-,Alive aphid,2643,2011,Sitobion avenae,NA,Holcus lanatus,2567,Sanger,NA,Wu et al. 2022
1152,-,-,Alive aphid,2705,2011,Sitobion avenae,NA,Hordeum murinum,2825,Sanger,NA,Wu et al. 2022
1153,-,-,Alive aphid,2714,2011,Sitobion avenae,NA,Hordeum murinum,2567,Sanger,NA,Wu et al. 2022
1154,-,-,Alive aphid,2727,2011,Metopolophium dirhodum,NA,Phalaris arundinacea,2611,Sanger,NA,Wu et al. 2022
1155,-,-,Alive aphid,2729,2011,Metopolophium dirhodum,NA,Phalaris arundinacea,2578,Sanger,NA,Wu et al. 2022
1156,-,-,Alive aphid,2730,2011,Metopolophium dirhodum,NA,Phalaris arundinacea,2578,Sanger,NA,Wu et al. 2022
1157,-,-,Alive aphid,2734,2011,Metopolophium dirhodum,NA,Phalaris arundinacea,2578,Sanger,NA,Wu et al. 2022
1158,-,-,Alive aphid,2741,2011,Rhopalomyzus lonicerae,NA,Phalaris arundinacea,231,Sanger,NA,Wu et al. 2022
1159,-,-,Alive aphid,2762,2011,Metopolophium dirhodum,NA,Secale cereale,2611,Sanger,NA,Wu et al. 2022
1160,-,-,Alive aphid,2798,2011,Sitobion avenae,NA,Scirpus sylvatica,2825,Sanger,NA,Wu et al. 2022
1161,-,-,Alive aphid,2803,2011,Metopolophium dirhodum,NA,Scirpus sylvatica,2611,Sanger,NA,Wu et al. 2022
1162,-,-,Alive aphid,2815,2011,Sitobion avenae,NA,Triticum sp.,2567,Sanger,NA,Wu et al. 2022
1163,-,-,Alive aphid,2819,2011,Metopolophium dirhodum,NA,Triticum sp.,231,Sanger,NA,Wu et al. 2022
1164,-,-,Alive aphid,2821,2011,Metopolophium dirhodum,NA,Triticum sp.,2578,Sanger,NA,Wu et al. 2022
1165,-,-,Alive aphid,2825,2011,Sitobion avenae,NA,Triticum sp.,2825,Sanger,NA,Wu et al. 2022
1166,-,-,Alive aphid,2828,2011,Sitobion avenae,NA,Triticum sp.,2567,Sanger,NA,Wu et al. 2022
1167,-,-,Alive aphid,2838,2011,Sitobion avenae,NA,Triticum sp.,2567,Sanger,NA,Wu et al. 2022
1168,-,-,Alive aphid,2894,2011,Macrosiphum euphorbiae,NA,Acanthus syriacus,231,Sanger,NA,Wu et al. 2022
1169,-,-,Alive aphid,2895,2011,Macrosiphum euphorbiae,NA,Aconitum japonicum,1485,Sanger,NA,Wu et al. 2022
1170,-,-,Alive aphid,2907,2011,Macrosiphum euphorbiae,NA,Amaranthus caudatus,231,Sanger,NA,Wu et al. 2022
1171,-,-,Alive aphid,2910,2011,Macrosiphum euphorbiae,NA,Amaranthus powelli,2910,Sanger,NA,Wu et al. 2022
1172,-,-,Alive aphid,2918,2011,Macrosiphum euphorbiae,NA,Ammi visnaga,231,Sanger,NA,Wu et al. 2022
1173,-,-,Alive aphid,2927,2011,Macrosiphum euphorbiae,NA,Alchemilla mollis,231,Sanger,NA,Wu et al. 2022
1174,-,-,Alive aphid,2960,2011,Macrosiphum gei,NA,Anthriscus sylvestris,231,Sanger,NA,Wu et al. 2022
1175,-,-,Alive aphid,2963,2011,Macrosiphum gei,NA,Anthriscus sylvestris,1516,Sanger,NA,Wu et al. 2022
1176,-,-,Alive aphid,2964,2011,Macrosiphum gei,NA,Anthriscus sylvestris,231,Sanger,NA,Wu et al. 2022
1177,-,-,Alive aphid,2965,2011,Macrosiphum gei,NA,Anthriscus sylvestris,231,Sanger,NA,Wu et al. 2022
1178,-,-,Alive aphid,2968,2011,Macrosiphum gei,NA,Anthriscus sylvestris,2910,Sanger,NA,Wu et al. 2022
1179,-,-,Alive aphid,2969,2011,Macrosiphum gei,NA,Anthriscus sylvestris,231,Sanger,NA,Wu et al. 2022
1180,-,-,Alive aphid,2970,2011,Macrosiphum gei,NA,Anthriscus sylvestris,1485,Sanger,NA,Wu et al. 2022
1181,-,-,Alive aphid,2984,2011,Macrosiphum euphorbiae,NA,Aquilegia sp.,1485,Sanger,NA,Wu et al. 2022
1182,-,-,Alive aphid,2989,2011,Macrosiphum euphorbiae,NA,Arctium sp.,231,Sanger,NA,Wu et al. 2022
1183,-,-,Alive aphid,3004,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1184,-,-,Alive aphid,3006,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,3004,Sanger,NA,Wu et al. 2022
1185,-,-,Alive aphid,3010,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1186,-,-,Alive aphid,3011,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,3004,Sanger,NA,Wu et al. 2022
1187,-,-,Alive aphid,3013,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1188,-,-,Alive aphid,3015,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1189,-,-,Alive aphid,3018,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,3004,Sanger,NA,Wu et al. 2022
1190,-,-,Alive aphid,3020,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,3004,Sanger,NA,Wu et al. 2022
1191,-,-,Alive aphid,3025,2011,Macrosiphum euphorbiae,NA,Atriplex hortensis,1485,Sanger,NA,Wu et al. 2022
1192,-,-,Alive aphid,3199,2011,Macrosiphum euphorbiae,NA,Buddleja sp.,1485,Sanger,NA,Wu et al. 2022
